ts,open,high,low,close,volume
2025-07-09 13:30:00+00:00,500.1099853515625,506.7799987792969,500.0799865722656,504.55999755859375,6225865
2025-07-09 14:30:00+00:00,504.55999755859375,504.6099853515625,500.45001220703125,501.5299987792969,2298593
2025-07-09 15:30:00+00:00,501.489990234375,501.6199951171875,499.739990234375,501.0899963378906,1688431
2025-07-09 16:30:00+00:00,501.07000732421875,501.6698913574219,500.0,501.4700012207031,1311636
2025-07-09 17:30:00+00:00,501.4599914550781,503.1000061035156,501.2300109863281,502.7950134277344,1090738
2025-07-09 18:30:00+00:00,502.7699890136719,502.95001220703125,502.29998779296875,502.32000732421875,1200663
2025-07-09 19:30:00+00:00,502.3009033203125,503.5299987792969,502.1600036621094,503.4800109863281,1966465
2025-07-10 13:30:00+00:00,503.04998779296875,504.44000244140625,498.3500061035156,498.5400085449219,4267835
2025-07-10 14:30:00+00:00,498.5,500.4800109863281,497.75,500.06500244140625,1937257
2025-07-10 15:30:00+00:00,500.1499938964844,500.6400146484375,499.07000732421875,500.2749938964844,1330656
2025-07-10 16:30:00+00:00,500.2900085449219,501.0400085449219,499.54998779296875,500.9150085449219,1007739
2025-07-10 17:30:00+00:00,500.92498779296875,501.8099060058594,500.7300109863281,501.3900146484375,982570
2025-07-10 18:30:00+00:00,501.4200134277344,502.0299987792969,501.0199890136719,501.54998779296875,1164058
2025-07-10 19:30:00+00:00,501.55999755859375,502.18499755859375,500.3999938964844,501.5199890136719,1628636
2025-07-11 13:30:00+00:00,498.4700012207031,502.3900146484375,497.82501220703125,501.5,2877217
2025-07-11 14:30:00+00:00,501.4700012207031,502.94000244140625,501.04998779296875,502.7900085449219,2444927
2025-07-11 15:30:00+00:00,502.760009765625,505.0299987792969,502.739990234375,504.7099914550781,1801470
2025-07-11 16:30:00+00:00,504.6700134277344,504.92999267578125,503.9549865722656,504.5450134277344,1006534
2025-07-11 17:30:00+00:00,504.5299987792969,504.6300048828125,503.2900085449219,504.2799987792969,975125
2025-07-11 18:30:00+00:00,504.27410888671875,504.54998779296875,502.55999755859375,503.40289306640625,1201048
2025-07-11 19:30:00+00:00,503.3374938964844,504.0799865722656,503.07000732421875,503.1700134277344,2108867
2025-07-14 13:30:00+00:00,501.5150146484375,502.8900146484375,501.0299987792969,501.54998779296875,2455527
2025-07-14 14:30:00+00:00,501.5899963378906,503.9700012207031,501.1000061035156,502.9649963378906,1402972
2025-07-14 15:30:00+00:00,503.0299987792969,503.3800048828125,502.33270263671875,502.4800109863281,893862
2025-07-14 16:30:00+00:00,502.4599914550781,503.07000732421875,502.1600036621094,502.7200012207031,751759
2025-07-14 17:30:00+00:00,502.7300109863281,503.07000732421875,502.1671142578125,502.8999938964844,1079306
2025-07-14 18:30:00+00:00,502.9100036621094,503.45001220703125,502.5799865722656,502.9700012207031,1082094
2025-07-14 19:30:00+00:00,502.9200134277344,503.42999267578125,502.80010986328125,502.94000244140625,1517534
2025-07-15 13:30:00+00:00,503.010009765625,506.2900085449219,502.7900085449219,505.6499938964844,2984019
2025-07-15 14:30:00+00:00,505.67498779296875,507.2799987792969,504.3700866699219,507.2799987792969,1660226
2025-07-15 15:30:00+00:00,507.2503967285156,507.3900146484375,506.2200012207031,507.32000732421875,1526678
2025-07-15 16:30:00+00:00,507.34320068359375,507.7398986816406,506.2950134277344,506.8699951171875,1512476
2025-07-15 17:30:00+00:00,506.8599853515625,508.19000244140625,506.80999755859375,507.95001220703125,994272
2025-07-15 18:30:00+00:00,507.95001220703125,508.29998779296875,506.25,506.5799865722656,1181689
2025-07-15 19:30:00+00:00,506.6000061035156,507.03948974609375,505.6300048828125,505.6300048828125,1770142
2025-07-16 13:30:00+00:00,505.0,505.5,502.32000732421875,503.7200012207031,2815828
2025-07-16 14:30:00+00:00,503.80999755859375,505.1499938964844,502.6400146484375,504.447509765625,1874645
2025-07-16 15:30:00+00:00,504.25,505.5,501.8900146484375,503.8900146484375,1714796
2025-07-16 16:30:00+00:00,503.864990234375,505.7300109863281,503.260009765625,505.45001220703125,909056
2025-07-16 17:30:00+00:00,505.42999267578125,505.8399963378906,504.92999267578125,505.7699890136719,900219
2025-07-16 18:30:00+00:00,505.8299865722656,506.3399963378906,505.5299987792969,505.82000732421875,901349
2025-07-16 19:30:00+00:00,505.8019104003906,506.7200012207031,505.510009765625,505.5299987792969,2048038
2025-07-17 13:30:00+00:00,505.67999267578125,510.95001220703125,505.6199951171875,510.07501220703125,3526513
2025-07-17 14:30:00+00:00,510.0299987792969,512.3300170898438,509.9200134277344,511.8900146484375,2035906
2025-07-17 15:30:00+00:00,511.8949890136719,513.3699951171875,511.80999755859375,512.844970703125,1638126
2025-07-17 16:30:00+00:00,512.8499755859375,513.2999877929688,512.3499755859375,512.8175048828125,1175407
2025-07-17 17:30:00+00:00,512.780029296875,513.0,511.8800964355469,512.1436157226562,1212651
2025-07-17 18:30:00+00:00,512.1300048828125,512.3599853515625,511.44000244140625,512.0900268554688,1340292
2025-07-17 19:30:00+00:00,512.0700073242188,512.6021728515625,511.2799987792969,511.8500061035156,3228040
2025-07-18 13:30:00+00:00,514.47998046875,514.6400146484375,510.3299865722656,510.5350036621094,5740455
2025-07-18 14:30:00+00:00,510.5299987792969,511.45001220703125,509.5270080566406,510.3500061035156,2105198
2025-07-18 15:30:00+00:00,510.3616943359375,510.7749938964844,508.3299865722656,508.7650146484375,1621963
2025-07-18 16:30:00+00:00,508.7300109863281,511.0199890136719,508.43499755859375,510.9049987792969,2842711
2025-07-18 17:30:00+00:00,510.9700012207031,511.54998779296875,510.44000244140625,511.54150390625,1281892
2025-07-18 18:30:00+00:00,511.5400085449219,511.9599914550781,510.0486145019531,510.0799865722656,1056191
2025-07-18 19:30:00+00:00,510.0849914550781,510.7900085449219,509.1549987792969,509.9599914550781,2610803
2025-07-21 13:30:00+00:00,506.7049865722656,512.0700073242188,505.5899963378906,511.30999755859375,3398958
2025-07-21 14:30:00+00:00,511.3349914550781,512.0599975585938,509.989990234375,510.43499755859375,1549479
2025-07-21 15:30:00+00:00,510.43499755859375,510.80999755859375,509.79998779296875,510.3882141113281,1097768
