ts,open,high,low,close,volume
2025-07-11 13:30:00+00:00,1259.7860107421875,1261.0,1236.1099853515625,1249.574951171875,1209333
2025-07-11 14:30:00+00:00,1249.3800048828125,1250.1600341796875,1238.31005859375,1240.1710205078125,445108
2025-07-11 15:30:00+00:00,1240.3399658203125,1242.0,1236.1099853515625,1238.3299560546875,459033
2025-07-11 16:30:00+00:00,1238.3299560546875,1240.0762939453125,1234.3499755859375,1235.3900146484375,383299
2025-07-11 17:30:00+00:00,1235.510009765625,1244.469970703125,1231.300048828125,1244.1634521484375,340972
2025-07-11 18:30:00+00:00,1244.1700439453125,1245.2099609375,1241.31005859375,1243.949951171875,249963
2025-07-11 19:30:00+00:00,1243.949951171875,1246.50244140625,1241.699951171875,1244.6600341796875,403612
2025-07-14 13:30:00+00:00,1244.9100341796875,1266.4698486328125,1242.4200439453125,1263.22998046875,877404
2025-07-14 14:30:00+00:00,1261.6500244140625,1269.8294677734375,1256.4051513671875,1266.3800048828125,429999
2025-07-14 15:30:00+00:00,1265.8199462890625,1267.989990234375,1261.0,1265.3780517578125,221586
2025-07-14 16:30:00+00:00,1265.925048828125,1270.489990234375,1262.5845947265625,1270.054931640625,167616
2025-07-14 17:30:00+00:00,1269.7449951171875,1270.1500244140625,1266.7701416015625,1268.43994140625,132227
2025-07-14 18:30:00+00:00,1268.4150390625,1268.5074462890625,1263.2801513671875,1265.6700439453125,187580
2025-07-14 19:30:00+00:00,1265.5428466796875,1266.6099853515625,1259.9625244140625,1261.4000244140625,307546
2025-07-15 13:30:00+00:00,1262.0,1271.219970703125,1243.2449951171875,1264.4000244140625,783460
2025-07-15 14:30:00+00:00,1264.1400146484375,1264.999755859375,1258.1099853515625,1259.1500244140625,273854
2025-07-15 15:30:00+00:00,1259.0,1262.5,1257.8900146484375,1258.9100341796875,193133
2025-07-15 16:30:00+00:00,1259.3399658203125,1260.0,1254.75,1256.906982421875,255685
2025-07-15 17:30:00+00:00,1256.4000244140625,1260.6513671875,1256.1900634765625,1257.06005859375,212523
2025-07-15 18:30:00+00:00,1257.948974609375,1260.4949951171875,1254.6400146484375,1259.824951171875,223911
2025-07-15 19:30:00+00:00,1259.824951171875,1263.568359375,1259.6600341796875,1259.81005859375,284685
2025-07-16 13:30:00+00:00,1261.7099609375,1271.0,1251.0,1257.300048828125,610740
2025-07-16 14:30:00+00:00,1257.364990234375,1266.3099365234375,1257.364990234375,1265.9100341796875,393921
2025-07-16 15:30:00+00:00,1265.14501953125,1265.7271728515625,1257.4100341796875,1263.22998046875,266492
2025-07-16 16:30:00+00:00,1263.22998046875,1263.83984375,1256.5999755859375,1259.6668701171875,312851
2025-07-16 17:30:00+00:00,1260.4599609375,1260.4599609375,1253.0400390625,1260.14501953125,296308
2025-07-16 18:30:00+00:00,1260.9906005859375,1261.35498046875,1256.0350341796875,1257.8900146484375,380394
2025-07-16 19:30:00+00:00,1257.5,1258.0,1249.8199462890625,1250.239990234375,480049
